author,disc,channel_num,type,azure_keywords
hypocrite420,esp8266 nodemcu lua 1 0 with dht11 22,294148,t,dht11
ecaprovn1234,imexpharm tphcm,391009,u,imexpharm tphcm
hypocrite420,esp8266 nodemcu lua 1 0 with dht11 22,294145,t,dht11
a140083,my own device based on esp8266 sensor for temp humm and pressure is bme280 second sensor is mh z19 for co2 concentration device located at office or home moscow russia,106288,g,bme280
caesarc,ads1115 esp 01 1m ota updated based on https goo gl ah8y3w sketch adapted to my 30a ct and 6v transformer esp is powered from a separate 3 3v source,123773,o,source
paultaylor89,charts various system data including weather light level and power usage,265224,w,various system data
radiologysa,temp humidity using dht11 raspberry pi,246314,t,dht11 raspberry pi
sheinze,watching my garage humidity and temperature to keep a look on my bikes,222145,t,garage humidity
redhawk454,interior high and low temps for the day,367398,t,day
jerryhien,temperature humidity sensor running a pyth script,512294,t,pyth script
ginazh,measurement of room temperature humidity and door open status,571281,t,door open status
meaverick,address zhenli ave hedong tianjin china,243783,o,address zhenli ave hedong tianjin china
kosithuiot94,real time weather conditions and records,574071,w,real time weather conditions
t0biiias,temperatur of my room,555899,t,temperatur
jlongo,data from thingspeak channel 12397 weather station following tutorial at https www mathworks com help thingspeak collect data in a new channel html,298724,w,tutorial
enriqueleyva,logging temperature from a photon mounted to the wall right behind the stove,228331,t,logging temperature
terrya,boiler status and temperatures,66615,t,boiler status
iw3aut,a hot water recirculation pump controller with self learning from the user pattern using a esp32 board based on a statistic data model,379811,o,statistic data model
onkami,as measured by esp8266,435163,u,esp8266
parkercraftsmen,well pump house,244926,u,pump house
navid107,testing how ts works,312705,u,ts
soundguy,via smartthings,77117,u,smartthings
ranjani2616,this is about how led and sensor is connected to raspberry pi,570954,u,raspberry pi
frengo6,power meter in private house with photovoltaic plant 3 75kw,52250,e,power meter
kiko64,nodemcu weather station,298127,w,nodemcu weather station
superkoll,this channel is used to monitoring movements in a specific area the movements are registered by a passive ir detector and processed by an arduino nano and transmitted by a,236153,o,channel
srpape,dht22 temperature humidity sensor driven by a raspberry pi 3b running a python script,535003,t,python script
fca1406,iot for fun with blynk padawan,101844,o,iot
avrDan,attiny85 dht22 rf transmitter using watchdog sleep 4 8 a powered down battery voltage measurement uses readvcc uno as rf receiver using enc28j60 ethernet,45273,e,battery voltage measurement
smartomek,noise in our office,278295,o,noise
rpatterson81,esp8266 wifi module bme280 pressure temperature and humidity sensor,317392,t,humidity sensor
sandbling,1 wire greger a raspberry pi 2 running raspbian,299297,o,wire greger
conderweather,a weatherduino pro2 air quality monitor station located in canberra,333695,w,canberra
fibaro1982,howto,238083,u,howto
dwarakeshking99,to connect wifi module,572247,u,wifi module
redhawk454,central air heating duct temperature this is the output vent in the living space,383840,t,living space
ameerkamp,weather station,285946,w,weather station
kmiokande,thing speak test,573638,u,thing
levantincorp,network monitor,268514,o,network monitor
p.opata,measuring temperature of sealing cavity living room and hot water cylinder,324638,t,temperature of sealing cavity
orangecinec,a temperature sensor is connected,572946,t,temperature sensor
manosatyasai,connect thing to raspi,572943,u,thing
hloupis,air quality station from lorathens network peristeri,324981,o,network peristeri
sairehman2922,humidity and temperature,573035,t,humidity
iannucci,office temperature,185270,t,office temperature
swilson28714,temperatures of outdoor and pipe coil temp of hp for defrost cheating,242043,t,temperatures of outdoor
wlarmon,wayne living room temp and humidity,264403,t,wayne
felixthuyeinoo,to measure the performance of the solar panel by analyzing the voltage current temperature and power,573625,e,power
oldmaker,weather station data 15 minute intervals,217693,w,minute intervals
szmeu,my home temperature and humidity sensor based on esp 01 and dht22 using example found here on thing speak,225885,t,home temperature
priyadharshan11,daily water leveling reading,571562,o,daily water
indhugunasekaran,qwerty,571563,u,
hlrtemhum,4f nb iot hlr 2,436431,u,f nb iot hlr
ciclids,sensors real time,250952,u,sensors real time
aki,raspberrypi cpu and memory usage,36555,o,raspberrypi cpu
red5alex,just the ordinary flower pot,557026,o,ordinary flower pot
rverhag,reading p1 port of my electrical power monitor with a netduino running net micro,347823,e,p1 port
searock,garage temperature and humidity,71604,t,garage temperature
amisha9828,iot workshop,573751,u,iot workshop
edsteve44,some weather sensors near daxstein,289913,w,weather sensors
snarfist,temperature inside and outside the house,283520,t,temperature
dango9999,esp8266 with ow sensor net,39376,u,esp8266
xiaoyiguo001,lg5 demo room with arduino yun,302189,u,arduino yun
r4y5put1n,indoor and outdoor temperature humidity and air pressure readings at ingle farm south australia,225527,t,ingle farm south australia
hkust_biomed_lab,lab temperature and humidity record,47834,t,lab temperature
brunota2003,5 minute median creek level from sensor 1,208967,o,sensor
errshyam,read temperature and humidity of the environment,573548,t,temperature
dsutow,temperature in basement workroom at the shore,228713,t,temperature
rushhour27,office temperature inside and outside,240792,t,office temperature
barjan,260w micro island solar system live data,262660,o,w micro island solar system live data
norrviken,bee supervision in development,292874,o,bee supervision
theprez,dht22 readings in sc190a,56208,t,dht22 readings
ericsailor_tspk1,measure ac temperatures to monitor duty cycle and health of the system monitoring the vent outlet random room temperature and the garage temperature near the air handler,515687,e,health
yiilyoul,wifi clock,390507,o,wifi clock
geedub,various monitors on a backyard aquaponics system,410128,o,backyard aquaponics system
theincredible996,programs based on sensor and motor board compiled by adruino,571715,o,motor board
radiologysa,temp humidity using dht11 raspberry pi,247507,t,dht11 raspberry pi
killian555,solar thermosiphon installed graphs show the temperature of 240l solar tank,40150,o,solar tank
gwigwam,temp humidity measured by an esp8266 on a nodemcu lua board using a dht22 sensor,237266,o,dht22 sensor
vpptemps,pharmacy temperatures,233562,t,pharmacy temperatures
tesla1752,uses d1 mini with configuration data stored in rtc memory data updates every 10 minutes data also appears on https aprs fi w4krl 15,286120,u,d1 mini
gengus,posting to twitter providing json frame and posting to thingspeak channel here,75470,u,thingspeak channel
conasa,monitors a medical freezer model eppendorf cryocube f570 80c,114727,t,medical freezer model eppendorf cryocube f570
abivishaq,real data of waste level in vit,572363,o,real data of waste level
barobuster,sf barobusting,428054,u,sf barobusting
shabduli,for keeping a count of spares in industry and a program for updation,572368,u,count of spares
m33600,ricks ph,489455,u,ricks ph
zwante,testing with tmp for my peltier,350552,t,tmp
azmisahin,home temperature,376917,t,home temperature
tamasharasztosi,speedtest on raspberry pi 3,396923,o,raspberry pi
sangeepreethi,to check temperature in room,571571,t,temperature
kaviya1999,it is a temp sensing,571570,t,temp sensing
rando61454455,measurement of temperature and,501350,t,measurement of temperature
briany12345,yes this is my channel,572778,u,channel
klauscn1485,temperature humidity and airpressure in my garden house lystrup denmark,434909,t,garden house lystrup denmark
abdullahyounis22,the purpose of this channel is totally related to internet of things with the help of this platform where we learn new things related to iot,572818,u,channel
danee66,attic temperature and humidity using esp8266 and dh22 pc vbscript thingspeak,122856,t,humidity
bamboe32,weather in fundao portugal,357029,w,weather
bamboe32,weather in arganil portugal,357028,w,weather
bamboe32,weather in caldas da rainha portugal,357024,w,weather
bamboe32,weather in coimbra portugal,357027,w,weather
bamboe32,weather in figueira da foz portugal,357026,w,weather
bamboe32,weather in santarem portugal,357020,w,weather
bamboe32,weather in fatima portugal,357023,w,weather
caproni48,test weather station temp rain wind,564103,w,rain wind
e08081996,monitors the energy consumption of an appliance,564104,e,energy consumption
waterfordhouse,temp and humidity logger,15485,t,temp
don461,show ds18b20 c h network,298766,t,ds18b20 c h network
manojn_tspk7,aquarium controller monitoring based on a nodemcu 1 0,342728,o,nodemcu
robger,monitoring my fridge,440873,t,fridge
jlmyra_tspk4,arduino based iot recording hygrothermograph with 2 bme280 sensors used for monitoring conditions of grafted tomatoes,79378,o,iot
luisosegueda,this channel cuantifies the water volume,361369,o,channel cuantifies
bw47874,data from temprature sensors around house and garden,443196,t,house
kremor,co2 level and temp inside 618 room at lviv1,373401,t,room
ssteja,record of temperature in crr college,570990,t,record of temperature
mcross321,provides a feed from a currentcost electricity monitor also includes the inside temperature,103625,e,feed
SpencerSymes,spencer symes final year project hmi,506669,u,spencer symes final year project hmi
hsr297,team members harish avinash prasad lokesh bharat,572284,u,team members harish avinash prasad lokesh bharat
verbaas,arduino based aquarium computer by redeque nl,35486,o,redeque nl
brianwilson,home power usage from hemv1 devices,23835,e,hemv1 devices
cuixiasheng,temp and humid,425953,t,temp
mobici,display prototype,109132,u,prototype
wheato22,application logs and records a residence or rental properties use of water and presents a graphic visualization of current water flow and month to date total use available to view on a mobile phone or computer,90870,o,application logs
dipa57,testing and testing,260425,u,testing
ashbury,testchannel for programming analyses,389099,u,testchannel
hadara,ground source heat pump,389093,o,ground source heat pump
bircoe,esp8266 wemos d1 mini dfrobot weatherproof ultrasonic sensor sen0208,328364,o,ultrasonic sensor sen0208
amudamuthaiya,ldr is photo resistor,571733,o,ldr
danee66,run times for ac,141393,u,times
dzebra,tomsk cardio net in tomsk city russia,334845,u,tomsk city russia
groner,7 temp values from 2 different weather stations are uploaded with curl every 10 min,412064,w,curl
